catalogNumber,createdBy,placeName,flagNotes,State,noOfIdentifications,geoPrivacy,createdOn (UTC),createdOn (Portal time),associatedMedia,group_id,dateAccuracy,isLocked,locationLat,locationLon,locationScale,fromDate,toDate,rank,scientificName,commonName,kingdom,phylum,class,order,superfamily,family,genus,species,basisOfRecord,village name in english,village id,plot id,plant habit in english,plant habitat in english,Folklore: A story about this tree,Uses: This tree is used for,Institution Name,Isha Vidhya School,Height (m),Canopy Diameter (m),Trunk Circumference (cm),Any other comments,Did you observe ants on the plant?,Did you observe hemipterans on the plant?,Which part of the plant is infested with insects?,What proportion of the plant is infested?,Did you find any other insects besides ants and hemipterans?, Which of the following hemipteran species have you observed?,Which ant species did you observe?,Texture,Has stem?,Bottom surface,Besides this initiative, do you record crows during bird watching/citizen science?,How do you feel about the presence of crows in your area?,Weather conditions.,What behaviours did you observe?,Number of birds observed.,Understory,Canopy Cover,Plot No.,DBH,Trunk Area,GBH,Edibility status,Ecological Role,Growing on,previousIdentifications,previousVernacularNames,speciesPageId,higherClassificationId,reverseGeocodedName,state,tahsil,district,Sex,Life Stage (Complete Metamorphosis),Life Stage (Incomplete Metamorphosis),Phenology State,Habitat Type,Abundance,Life Stage,Activity,Microhabitat,Wild/Domestic,toDate,observedInMonth,lastRevised,noOfImages,datasetName,containsMedia,uploadProtocol,organismRemarks,tags,speciesGroup,datatableName,datatableAnnotations,basisOfData
1722171,Rohit Chakravarty,"Muninagara, Bannerghatta National Park, Bangalore, Karnataka 562112",,Karnataka,1,FALSE,05-04-2016,05-04-2016,/d5e74fad-5759-486c-8007-26b49ce1faf3/199.JPG,Mammals,,TRUE,12.75548458,77.5623703,APPROXIMATE,23-09-2012,23-09-2012,species,Hipposideros lankadiva Kelaart 1850,Kelaart's Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268699#Hipposideros lankadiva Kelaart 1850 | ,268699#Kelaart's Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros lankadiva Kelaart 1850#rank:species#taxonID:20300,"Muninagara, Bannerghatta National Park, Bangalore, Karnataka 562112",KARNATAKA,Kanakapura,Ramanagara,,,,,,,,,,,2012-09-23T00:00:00.000Z,September,2016-04-06T11:55:58.184Z,1,,TRUE,MULTI_OBSERVATION,only one individual seen with Rhinolophus rouxii and Hipposideros galeritus,karnataka | bats | bangalore | bats of indian sub-continent,Mammals,,,
1722170,Rohit Chakravarty,"Mahabaleshwar, Maharashtra 412806, India",,Madhya Pradesh,1,FALSE,05-04-2016,05-04-2016,/05a99476-f658-4e25-87d0-51f27bc69c98/484.JPG,Mammals,,TRUE,23.18146706,79.98640442,APPROXIMATE,08-07-2012,08-07-2012,species,Hipposideros fulvus Gray 1838,Fulvous Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268697#Hipposideros fulvus Gray 1838 | ,268697#Fulvous Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros fulvus Gray 1838#rank:species#taxonID:20287,"Mahabaleshwar, Maharashtra 412806, India",MADHYA PRADESH,Panagar,Jabalpur,,,,,,,,,,,2012-07-08T00:00:00.000Z,July,2019-02-01T13:11:17.897Z,1,,TRUE,MULTI_OBSERVATION,small colony of 15-20 individuals in a subterranean cave near Robber&#39;s Cave,bats | maharashtra | mahabaleshwar | bats of indian sub-continent,Mammals,,,
1722169,Rohit Chakravarty,"Mandapeshwar, Dahisar West, Mumbai, Maharashtra, India",,Maharashtra,1,FALSE,05-04-2016,05-04-2016,/15e6fc27-9d32-4bb2-ac9a-d01fecc4840c/430.jpg,Mammals,,TRUE,19.24749756,72.85523987,APPROXIMATE,18-04-2012,18-04-2012,species,Hipposideros fulvus Gray 1838,Fulvous Leaf-nosed Bat:null,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268697#Hipposideros fulvus Gray 1838 | ,268697#Fulvous Leaf-nosed Bat:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros fulvus Gray 1838#rank:species#taxonID:20287,"Mandapeshwar, Dahisar West, Mumbai, Maharashtra, India",MAHARASHTRA,Mumbai Suburban,Mumbai Suburban,,,,,,,,,,,2012-04-18T00:00:00.000Z,April,2017-07-14T12:02:43.621Z,1,,TRUE,MULTI_OBSERVATION,6 individuals were seen at Mandpeshwar Cave in Dahisar,mumbai | bats | maharashtra | bats of indian sub-continent,Mammals,,,
1722167,Rohit Chakravarty,"Jabalpur, Madhya Pradesh 482001, India",,Madhya Pradesh,1,FALSE,04-04-2016,05-04-2016,/46f3d523-0db2-4d26-881c-d95c3ab8db82/593.JPG,Mammals,,TRUE,23.18146706,79.98640442,APPROXIMATE,11-06-2013,11-06-2013,species,Megaderma lyra E. Geoffroy 1810,Greater False Vampire Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Megadermatidae,Megaderma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376944#Megaderma lyra E. Geoffroy 1810 | ,376944#Greater False Vampire Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Megadermatidae#rank:family#taxonID:20349 | name:Megaderma#rank:genus#taxonID:20351 | name:Lyroderma#rank:subgenus#taxonID:277312 | name:Megaderma lyra E. Geoffroy 1810#rank:species#taxonID:20353,"Jabalpur, Madhya Pradesh 482001, India",MADHYA PRADESH,Panagar,Jabalpur,,,,,,,,,,,2013-06-11T00:00:00.000Z,June,2016-04-06T11:56:02.817Z,1,,TRUE,MULTI_OBSERVATION,the exact location was 30km NW of Jabalpur; around 40 individuals seen with some Rhinopoma hardwickii,jabalpur | madhya pradesh | bats of indian sub-continent,Mammals,,,
1722166,Rohit Chakravarty,"Golconda Fort, Hyderabad, Telangana, India",,Telangana,1,FALSE,04-04-2016,05-04-2016,/77b6458c-06a7-481e-933f-aadd66d17111/645.JPG,Mammals,,TRUE,17.38536263,78.40412903,APPROXIMATE,06-09-2013,06-09-2013,species,Hipposideros speoris (Schneider 1800),Schneider's Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268701#Hipposideros speoris (Schneider 1800) | ,268701#Schneider's Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros speoris (Schneider 1800)#rank:species#taxonID:20314,"Golconda Fort, Hyderabad, Telangana, India",TELANGANA,Golconda,Hyderabad,,,,,,,,,,,2013-09-06T00:00:00.000Z,September,2016-04-06T11:56:05.990Z,1,,TRUE,MULTI_OBSERVATION,only one individual seen in a secluded chamber,hyderabad | bats of indian sub-continent | telangana,Mammals,,,
1722165,Rohit Chakravarty,"Muninagara, Bannerghatta National Park, Bangalore, Karnataka 562112",,Karnataka,1,FALSE,04-04-2016,05-04-2016,/09c2e12a-7366-46da-a264-bf64c75aa8cd/130.jpg,Mammals,,TRUE,12.75548458,77.5623703,APPROXIMATE,22-03-2015,22-03-2015,species,Hipposideros speoris (Schneider 1800),Schneider's Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268701#Hipposideros speoris (Schneider 1800) | ,268701#Schneider's Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros speoris (Schneider 1800)#rank:species#taxonID:20314,"Muninagara, Bannerghatta National Park, Bangalore, Karnataka 562112",KARNATAKA,Kanakapura,Ramanagara,,,,,,,,,,,2015-03-22T00:00:00.000Z,March,2016-04-06T11:56:08.873Z,1,,TRUE,MULTI_OBSERVATION,several seen with Rhinolophus rouxii,karnataka | bangalore | bats of indian sub-continent,Mammals,,,
1722155,Rohit Chakravarty,"Londa, Karnataka 591301, India",,Karnataka,1,FALSE,04-04-2016,04-04-2016,/f2753de8-fb3c-47d6-8ec7-5da1668b447d/436.JPG,Mammals,,TRUE,15.45667648,74.49359131,APPROXIMATE,18-05-2013,18-05-2013,species,Megaderma spasma (Linnaeus 1758),Lesser False Vampire Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Megadermatidae,Megaderma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372746#Megaderma spasma (Linnaeus 1758) | ,372746#Lesser False Vampire Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Megadermatidae#rank:family#taxonID:20349 | name:Megaderma#rank:genus#taxonID:20351 | name:Megaderma#rank:subgenus#taxonID:277313 | name:Megaderma spasma (Linnaeus 1758)#rank:species#taxonID:20364,"Londa, Karnataka 591301, India",KARNATAKA,Khanapur,Belagavi,,,,,,,,,,,2013-05-18T00:00:00.000Z,May,2016-04-06T11:56:14.222Z,1,,TRUE,MULTI_OBSERVATION,approximate location; actually seen at Barapede Caves in Bhimgad Wildlife Sanctuary,karnataka | bats of indian sub-continent,Mammals,,,
1722154,Rohit Chakravarty,"Wandoor, Andaman and Nicobar Islands, India",,Andaman & Nicobar,1,FALSE,04-04-2016,04-04-2016,/f2390fcb-f8af-4fbd-8dd2-c47808171447/458.JPG,Mammals,,TRUE,11.59436131,92.61956787,APPROXIMATE,09-11-2013,09-11-2013,species,Megaderma spasma (Linnaeus 1758),Lesser False Vampire Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Megadermatidae,Megaderma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372746#Megaderma spasma (Linnaeus 1758) | ,372746#Lesser False Vampire Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Megadermatidae#rank:family#taxonID:20349 | name:Megaderma#rank:genus#taxonID:20351 | name:Megaderma#rank:subgenus#taxonID:277313 | name:Megaderma spasma (Linnaeus 1758)#rank:species#taxonID:20364,"Wandoor, Andaman and Nicobar Islands, India",ANDAMAN & NICOBAR,Ferrargunj,South Andaman,,,,,,,,,,,2013-11-09T00:00:00.000Z,November,2016-04-06T11:56:20.146Z,1,,TRUE,MULTI_OBSERVATION,three individuals were found in a roost in a dead tree,andaman islands | bats of indian sub-continent,Mammals,,,
1722153,Rohit Chakravarty,"Wandoor, Andaman and Nicobar Islands, India",,Andaman & Nicobar,1,FALSE,04-04-2016,04-04-2016,/2a81ff24-9937-4870-9578-2b2ee79f1c43/48.JPG,Mammals,,TRUE,11.59436131,92.61956787,APPROXIMATE,09-11-2013,09-11-2013,species,Cynopterus sphinx (Vahl 1797),Greater Short-nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,376939#Greater Short-nosed Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234,"Wandoor, Andaman and Nicobar Islands, India",ANDAMAN & NICOBAR,Ferrargunj,South Andaman,,,,,,,,,,,2013-11-09T00:00:00.000Z,November,2016-04-06T11:56:22.762Z,1,,TRUE,MULTI_OBSERVATION,caught in a mistnet at a banana plantation,andaman islands | bats of indian sub-continent,Mammals,,,
1722152,Rohit Chakravarty,"Fergusson College Road, Pune, Maharashtra, India",,Maharashtra,1,FALSE,04-04-2016,04-04-2016,/137ca8b0-714a-480a-8ed6-d877539c5243/70.JPG,Mammals,,TRUE,18.52356911,73.84112549,APPROXIMATE,17-01-2015,17-01-2015,species,Tadarida aegyptiaca (E. Geoffroy 1818),Egyptian Free-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,Tadarida,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378897#Tadarida aegyptiaca (E. Geoffroy 1818) | ,378897#Egyptian Free-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Molossidae#rank:family#taxonID:20411 | name:Tadarida#rank:genus#taxonID:20568 | name:Tadarida aegyptiaca (E. Geoffroy 1818)#rank:species#taxonID:20570,"Fergusson College Road, Pune, Maharashtra, India",MAHARASHTRA,Pune City,Pune,,,,,,,,,,,2015-01-17T00:00:00.000Z,January,2016-04-06T11:56:26.245Z,1,,TRUE,MULTI_OBSERVATION,,maharashtra | pune | bats of indian sub-continent,Mammals,,,
1722129,Rohit Chakravarty,"Muninagara, Bannerghatta National Park, Bangalore, Karnataka 562112",,Karnataka,1,FALSE,03-04-2016,03-04-2016,/2d4ad9f5-bc34-4fe3-88fa-c8a351bfb0bd/901.JPG,Mammals,,TRUE,12.75548458,77.5623703,APPROXIMATE,23-09-2012,23-09-2012,species,Hipposideros galeritus Cantor 1846,Cantor's Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268698#Hipposideros galeritus Cantor 1846 | ,268698#Cantor's Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros galeritus Cantor 1846#rank:species#taxonID:20295,"Muninagara, Bannerghatta National Park, Bangalore, Karnataka 562112",KARNATAKA,Kanakapura,Ramanagara,,,,,,,,,,,2012-09-23T00:00:00.000Z,September,2016-04-06T11:56:34.228Z,1,,TRUE,SINGLE_OBSERVATION,The species was found in a cave with Rhinolophus rouxii and one Hipposideros lankadiva. Exact count unknown as the bats are difficult to tell apart in flight from R. rouxii,karnataka | bangalore | bats of indian sub-continent,Mammals,,,
1708280,Siddarth Jude Machado,"Kalakad Mundanthurai Tiger Reserve, Tirunelveli, Tamil Nadu 627007, India",,Tamilnadu,1,FALSE,19-03-2016,19-03-2016,/d67ab738-0e7f-455e-aee8-a362f7304315/319.jpg,Mammals,,FALSE,8.504927635,77.46644592,APPROXIMATE,03-02-2016,03-02-2016,species,Megaderma spasma (Linnaeus 1758),Lesser False Vampire Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Megadermatidae,Megaderma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372746#Megaderma spasma (Linnaeus 1758) | ,372746#Lesser False Vampire Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Megadermatidae#rank:family#taxonID:20349 | name:Megaderma#rank:genus#taxonID:20351 | name:Megaderma#rank:subgenus#taxonID:277313 | name:Megaderma spasma (Linnaeus 1758)#rank:species#taxonID:20364,"Kalakad Mundanthurai Tiger Reserve, Tirunelveli, Tamil Nadu 627007, India",TAMILNADU,Nanguneri,Tirunelveli,,,,,,,,,,,2016-02-03T00:00:00.000Z,February,2016-03-19T11:19:14.288Z,1,,TRUE,MULTI_OBSERVATION,In a forest department inspection bungalow,,Mammals,,,
1456482,admin,,,Tripura,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,23.99876,91.99097,APPROXIMATE,25-04-2013,25-04-2013,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,TRIPURA,Manu,Dhalai,,,,,,,,,,,2013-04-25T00:00:00.000Z,April,2016-03-09T16:26:00.642Z,9,,TRUE,DWC_ARCHIVE,,,Mammals,,,
1610798,admin,,,Maharashtra,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,18.53654,73.83137,APPROXIMATE,31-08-2015,31-08-2015,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,MAHARASHTRA,Pune City,Pune,,,,,,,,,,,2015-08-31T00:00:00.000Z,August,2016-03-09T16:26:00.642Z,1,,TRUE,DWC_ARCHIVE,,,Mammals,,,
1614782,admin,,,West Bengal,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,23.69319,88.02249,APPROXIMATE,18-08-2014,18-08-2014,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,WEST BENGAL,Ketugram - II,Purba Bardhaman,,,,,,,,,,,2014-08-18T00:00:00.000Z,August,2016-03-09T16:26:00.642Z,1,,TRUE,DWC_ARCHIVE,,,Mammals,,,
1576148,admin,,,Tamilnadu,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,13.01125,80.26738,APPROXIMATE,31-08-2013,31-08-2013,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,TAMILNADU,Chennai,Chennai,,,,,,,,,,,2013-08-31T00:00:00.000Z,August,2016-03-09T16:26:00.642Z,3,,TRUE,DWC_ARCHIVE,,,Mammals,,,
1551977,admin,,,Kerala,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,9.98714,76.27359,APPROXIMATE,25-08-2011,25-08-2011,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,KERALA,Kanayannur,Ernakulam,,,,,,,,,,,2011-08-25T00:00:00.000Z,August,2016-03-09T16:26:00.642Z,3,,TRUE,DWC_ARCHIVE,,,Mammals,,,
1694406,admin,,,Assam,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,24.43202,92.33069,APPROXIMATE,25-11-2014,25-11-2014,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,ASSAM,Nilambazar,Karimganj,,,,,,,,,,,2014-11-25T00:00:00.000Z,November,2017-06-16T12:19:50.138Z,4,,TRUE,DWC_ARCHIVE,,,Mammals,,,
1659787,admin,,,Telangana,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,17.36152,78.29749,APPROXIMATE,19-05-2013,19-05-2013,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,TELANGANA,Rajendranagar,Ranga Reddy,,,,,,,,,,,2013-05-19T00:00:00.000Z,May,2016-03-09T16:26:00.642Z,2,,TRUE,DWC_ARCHIVE,,,Mammals,,,
1404106,admin,,,Rajasthan,1,FALSE,09-03-2016,09-03-2016,,Mammals,,FALSE,27.52492,77.20013,APPROXIMATE,25-01-2005,25-01-2005,species,Pteropus giganteus (Brünnich 1782),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,RAJASTHAN,Deeg,Bharatpur,,,,,,,,,,,2005-01-25T00:00:00.000Z,January,2016-03-09T16:26:00.642Z,1,,TRUE,DWC_ARCHIVE,,,Mammals,,,
